dataset,view,metric,optimistic,reported,pessimistic,range,all_positive,sign_change
NanoMine,loading_focus_soft__settings_all__L1.00__K12,paper ARI gain vs material-only,0.036001198458616296,0.0700114567055991,0.09298138565298371,0.05698018719436741,True,False
NanoMine,loading_focus_soft__settings_all__L1.00__K20,paper ARI gain vs material-only,0.04616389142824222,0.1344896987783892,0.19857755901915522,0.15241366759091302,True,False
NanoMine,loading_focus_soft__settings_all__L1.00__K30,paper ARI gain vs material-only,0.0869572982446262,0.1920117678744941,0.3223834555418823,0.2354261572972561,True,False
NanoMine,loading_focus_soft__settings_all__L1.00__K50,paper ARI gain vs material-only,0.18148792965761928,0.35429381581779407,0.5228889954297389,0.3414010657721196,True,False
NanoMine,loading_focus_soft__settings_all__L1.00__K80,paper ARI gain vs material-only,0.21852907781331565,0.3982785782845226,0.7450601416110532,0.5265310637977375,True,False
NanoMine,loading_focus_soft__settings_numeric__L0.25__K8,paper ARI gain vs material-only,0.0006116961469567,0.0019513871015508998,0.00033502783867569996,0.0016163592628751998,True,False
NanoMine,loading_focus_soft__settings_numeric__L0.25__K12,paper ARI gain vs material-only,-0.0008862277331747014,0.0021623566480785004,0.0003134757977949999,0.0030485843812532018,False,True
NanoMine,loading_focus_soft__settings_numeric__L0.25__K20,paper ARI gain vs material-only,-0.021050375669465396,0.0244485091914041,0.0003055558261896999,0.0454988848608695,False,True
NanoMine,loading_focus_soft__settings_numeric__L0.25__K30,paper ARI gain vs material-only,0.027768807883025798,0.0421651591845149,0.0003361887406898999,0.041828970443825,True,False
NanoMine,loading_focus_soft__settings_numeric__L0.25__K50,paper ARI gain vs material-only,-0.005570573018872094,0.042261872413541984,0.0005461502981428,0.04783244543241408,False,True
