record_id,paper_group,method_id,process_method,display_label,view,cluster,pcoa1,pcoa2
l259-s3-chen-2017,article:l259,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,-0.13268794034998055,0.1494442050795296
l260-s5-haggenmueller-2006,article:l260,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,-0.0954582790911861,-0.09609040681151419
l392-s1-wang-2020,article:l392,M1,Solution Processing,Solution processing,method_blind_process,1,0.29185396661200613,0.372892775512652
e410-s2-prasad-2021,article:e410,M2,Melt Mixing,Melt mixing,method_blind_process,1,0.17091858037834065,-0.13599924853081038
l276-s4-huang-2009,article:l276,M2,Melt Mixing,Melt mixing,method_blind_process,1,0.4390774909703846,-0.11845331748585855
l289-s1-motaung-2012,article:l289,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.301949301490465,-0.30570218271445454
l294-s6-sarwar-2007,article:l294,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.25360382776205315,0.050540409552483886
e139-s6-hassinger-2016,article:e139,M1,Solution Processing,Solution processing,method_blind_process,1,0.15740219589356233,-0.13551704224378558
l306-s2-jiang-2008,article:l306,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,-0.20128877226575842,-0.2709926206472049
e408-s24-prasad-2021,article:e408,M2,Melt Mixing,Melt mixing,method_blind_process,1,0.16792241768832167,-0.1354404923977722
l236-s9-fukushima-2012,article:l236,M2,Melt Mixing,Melt mixing,method_blind_process,1,-0.13931923176514813,-0.19893032693938084
l306-s3-jiang-2008,article:l306,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,-0.2012887722657584,-0.27099262064720486
l120-s2-murugaraj-2005,article:l120,M3,In-Situ Polymerization,In-situ polymerization,method_blind_process,1,0.5169306341542816,-0.12878757667616675
e116-s21-prasad-2018,article:e116,M1,Solution Processing,Solution processing,method_aware_process,1,-0.06286707533079648,-0.3048268346160228
l225-s8-ma-2007,article:l225,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.2769040242589149,0.1830746465599747
l182-s7-hoepfner-2017,article:l182,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.3058598917973752,0.09832266524393225
l254-s7-castillo-2011,article:l254,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.2785020083010695,0.08857023114557272
l171-s15-rittigstein-2006,article:l171,M1,Solution Processing,Solution processing,method_aware_process,1,0.032107527538517,-0.33488531868273647
l320-s2-wang-2014,article:l320,M1,Solution Processing,Solution processing,method_aware_process,1,0.04779041106876369,-0.354482198803259
l324-s5-zhu-2017,article:l324,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.275353864537088,0.19345559352460398
l174-s6-ramanathan-2008,article:l174,M1,Solution Processing,Solution processing,method_aware_process,1,-0.08169023864526759,-0.31795267648572445
l225-s1-ma-2007,article:l225,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.2053422704395302,0.23225463051445805
l196-s4-petersson-2006,article:l196,M1,Solution Processing,Solution processing,method_aware_process,1,0.025237830356880007,-0.28137883988811563
l385-s3-bailey-2019,article:l385,M1,Solution Processing,Solution processing,method_aware_process,1,0.10668616328716231,-0.367896615356661
l308-s4-demetrio-2013,article:l308,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.2945562229867655,0.1314183985228168
l240-s6-hong-2005,article:l240,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.347823127863074,0.08736593836775616
l262-s5-oyarzabal-2016,article:l262,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.37633175522323953,0.24110763263963783
l378-s1-sotta-2017,article:l378,M1,Solution Processing,Solution processing,method_aware_process,1,-0.13430801875317816,-0.32863461853252207
l110-s7-singha-2008,article:l110,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.22354037466004464,0.16640186664423087
l238-s3-zhao-2008,article:l238,M1,Solution Processing,Solution processing,method_aware_process,1,0.09266773445983713,-0.3578834235786487
l242-s4-narayanan-2006,article:l242,M1,Solution Processing,Solution processing,method_aware_process,1,-0.14715381866938124,-0.3374800606368062
l140-s9-gao-2012,article:l140,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.28465499928540566,0.1973728782745711
l210-s4-zhang-2014,article:l210,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.3189500810474402,0.19049697072911045
l380-s1-zhao-2017,article:l380,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.4027637088616298,0.08632179718588877
l386-s54-jimenez-2019,article:l386,M1,Solution Processing,Solution processing,method_aware_process,1,0.07021601709212442,-0.2997843523356414
l121-s8-nelson-2005,article:l121,M1,Solution Processing,Solution processing,method_aware_process,1,0.0652691670017667,-0.29166199274493637
l379-s8-liu-2017,article:l379,M1,Solution Processing,Solution processing,method_aware_process,1,0.07124610712098532,-0.37626582607631104
l211-s17-ash-2004,article:l211,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.3235266667354237,0.09519427190010775
l396-s6-ghosh-2013,article:l396,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.31317548873390705,0.1458748535120657
l111-s3-singha-2009,article:l111,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.22391152074724047,0.14209337768060956
l211-s15-ash-2004,article:l211,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.32352666673542374,0.09519427190010778
l313-s2-huang-2014,article:l313,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.30292619527340797,0.1867100986883082
l290-s24-si-2006,article:l290,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.3572063064919907,0.09675199501831358
l229-s2-bao-2011,article:l229,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.30735221798063095,0.10173638398430382
l203-s17-ma-2009,article:l203,M1,Solution Processing,Solution processing,method_aware_process,1,0.09487225268570126,-0.35634932748920767
l383-s1-sadeghi-2017,article:l383,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.4057134550173548,0.08687094578763518
l309-s4-torki-2010,article:l309,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.37095640747984493,0.23943655487732332
l142-s2-gao-2014,article:l142,M1,Solution Processing,Solution processing,method_aware_process,1,0.08169744931936736,-0.3359849720598864
l177-s2-yang-2013,article:l177,M1,Solution Processing,Solution processing,method_aware_process,1,-0.13451541767339714,-0.33422078606582745
l274-s3-goh-2003,article:l274,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.3156877081602284,0.2013059436811241
l221-s8-dai-2008,article:l221,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.16880312303705383,0.2585738411482496
l191-s3-xie-2004,article:l191,M3,In-Situ Polymerization,In-situ polymerization,method_aware_process,2,0.2208889568861931,0.26008710319998746
l275-s1-zhou-2006,article:l275,M2,Melt Mixing,Melt mixing,method_aware_process,3,-0.27457984170714134,0.0695911721310785
l382-s1-huang-2019,article:l382,M1,Solution Processing,Solution processing,method_aware_process,1,0.05023294484637511,-0.3302000904878641
l258-s4-du-2004,article:l258,M1,Solution Processing,Solution processing,method_aware_process,1,-0.05689124433066967,-0.3511958993399363
l200-s4-schoch-2008,article:l200,M1,Solution Processing,Solution processing,method_aware_process,1,-0.03161243841279923,-0.3022087479156152
