left,right,occurrence_settings,aligned_settings,fixed_scale_balanced,subset_scale_balanced,augmented_descriptors_balanced
l262-s5-oyarzabal-2016,l212-s5-ghanbari-2012,0.9473684210526315,0.9473684210526315,0.6666998268830158,0.6631352202562427,0.6147405423875311
l180-s3-maillard-2012,l260-s2-haggenmueller-2006,0.9498257839721255,1.0,0.800642896033042,0.7974159519396913,0.7604063401667827
l136-s5-vescovo-2010,l318-s3-patsidis-2014,1.0,1.0,0.7601178824359656,0.7495511846900144,0.7466501599489801
l262-s5-oyarzabal-2016,l274-s3-goh-2003,0.9196428571428571,0.96484375,0.5557746942253992,0.5497088283197782,0.4989692366283351
l174-s6-ramanathan-2008,l266-s8-kalaitzidou-2007,1.0,0.8079442508710801,0.6347120831254577,0.6332762668896342,0.6067648966467049
l325-s5-manafi-2015,l308-s3-demetrio-2013,0.9246850710265344,0.9305816135084428,0.7397354492335146,0.7396132749830348,0.7543925513490809
l111-s4-singha-2009,l297-s1-shen-2004,0.8885879427990709,0.9130434782608695,0.8908969856997678,0.8909170594739292,0.7373765294074053
l120-s11-murugaraj-2005,l212-s5-ghanbari-2012,0.9423151374370886,0.9423151374370886,0.8827944536175731,0.8666675635847455,0.7912479938537257
l182-s7-hoepfner-2017,l287-s2-jang-2008,0.629533699912892,0.7236337795708784,0.4430155363863826,0.4411211626579959,0.40914745752640297
l278-s2-choi-2001,l266-s8-kalaitzidou-2007,0.9386759581881533,0.9294284177085469,0.7613133154439191,0.7598621903839579,0.7258007189551315
l142-s2-gao-2014,l413-s3-botta-2018,0.8915441176470589,1.0,0.8946708341655848,0.8946708341655848,0.7830000293191104
l397-s1-tuncer-2007,l318-s4-patsidis-2014,0.9452011403230915,0.8542920494140006,0.8805760599068324,0.8805949723882739,0.7317570553292483
l177-s2-yang-2013,l376-s6-carroll-2017,0.951219512195122,0.9534201357051165,0.7943864718906626,0.7943884888727555,0.7095485339189174
l171-s15-rittigstein-2006,l377-s4-wanasekara-2017,1.0,1.0,0.6097251020288049,0.605995541844003,0.5738553850841888
l238-s3-zhao-2008,l260-s2-haggenmueller-2006,0.9238809970517288,0.9238809970517288,0.7554107855224901,0.7468415171696127,0.7282242695109062
l382-s1-huang-2019,l285-s1-pham-2012,1.0,1.0,0.7410714285714285,0.7410714285714285,0.718010059694341
l171-s15-rittigstein-2006,l306-s2-jiang-2008,0.8908246225319396,0.8908246225319396,0.7569931907022411,0.738197330380412,0.6829956215954325
l210-s4-zhang-2014,l129-s12-wu-2011,0.9442508710801394,0.9442508710801394,0.8516854850444363,0.846729441007856,0.8133502690442485
l262-s5-oyarzabal-2016,l310-s5-chatterjee-2007,1.0,1.0,0.581430119418866,0.5750931425357682,0.5521873714662159
l396-s4-ghosh-2013,l388-s1-benes-2018,1.0,1.0,0.8824175824175824,0.8824175824175824,0.7387234834727149
l154-s3-eitan-2005,l287-s2-jang-2008,0.7507281685540069,0.6758057491289198,0.608405872070174,0.6035697308777075,0.5667669304044829
e116-s21-prasad-2018,l102-s8-hu-2007,1.0,1.0,0.8888509988711387,0.8888509988711387,0.8067531210254388
l282-s3-cui-2008,l306-s3-jiang-2008,0.8894696089818042,0.9440572977158342,0.6284540781215625,0.6251688747138365,0.584613817285771
l129-s12-wu-2011,e139-s6-hassinger-2016,1.0,1.0,0.7291933832024414,0.7242355160480198,0.6557388861098365
l290-s24-si-2006,l209-s12-ash-2001,1.0,1.0,0.8483119026666381,0.8473095583469875,0.8247329158951044
l324-s5-zhu-2017,l285-s3-pham-2012,0.6035534352171983,0.6035534352171983,0.6518771303414614,0.6512602186963431,0.6102442057581575
l385-s3-bailey-2019,l316-s3-chandrasekaran-2013,0.9997822299651568,1.0,0.9068240654765634,0.8931090474920248,0.849865897642938
l313-s2-huang-2014,l282-s2-cui-2008,0.6995862369337978,0.8770075675087108,0.6913137344474437,0.68980389532489,0.6526088447863251
l225-s8-ma-2007,l304-s3-stockelhuber-2011,0.8597343205574912,0.8611221095977193,0.8381974690282618,0.8381992939168218,0.7091843656503097
l225-s8-ma-2007,l316-s5-chandrasekaran-2013,0.6381629887727449,0.6150793650793651,0.5502177452110817,0.5493245361929971,0.5399203660132388
l254-s7-castillo-2011,l385-s3-bailey-2019,0.9280186277137497,1.0,0.8629289145114636,0.8498664672555918,0.7903425591064678
l324-s5-zhu-2017,l209-s7-ash-2001,0.8501742160278745,0.8501742160278745,0.7669632177190484,0.7586768902122537,0.7316491621196205
l325-s5-manafi-2015,l289-s1-motaung-2012,0.9289734655588314,0.9230769230769231,0.8630037350533023,0.8630068233262502,0.7378097034891709
l379-s8-liu-2017,l287-s4-jang-2008,1.0,1.0,0.8359196049806894,0.8359196049806894,0.7122722986036019
l225-s8-ma-2007,l397-s1-tuncer-2007,0.8840219014435042,1.0,0.8830327862852457,0.8830468639969954,0.7342137817076618
