sample_id,article_group,mask_fraction,replicate,reported_setting_count,masked_keys
l118-s1-fidelus-2005,article:l118,0.5,1,11,"[""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#2:time"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:time""]"
l118-s1-fidelus-2005,article:l118,0.5,2,11,"[""additive#0:additive"", ""drying evaporation#0:time"", ""drying evaporation#1:time"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#1:mixing method""]"
l118-s1-fidelus-2005,article:l118,0.75,0,11,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:time"", ""drying evaporation#2:time"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l118-s1-fidelus-2005,article:l118,0.75,1,11,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l118-s1-fidelus-2005,article:l118,0.75,2,11,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""drying evaporation#2:time"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method""]"
l278-s2-choi-2001,article:l278,0.25,0,15,"[""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""mixing#1:mixing method"", ""mixing#1:temperature""]"
l278-s2-choi-2001,article:l278,0.25,1,15,"[""drying evaporation#0:time"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#2:time""]"
l278-s2-choi-2001,article:l278,0.25,2,15,"[""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""mixing#1:temperature"", ""mixing#2:time""]"
l278-s2-choi-2001,article:l278,0.5,0,15,"[""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:time"", ""molding#0:pressure""]"
l278-s2-choi-2001,article:l278,0.5,1,15,"[""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:temperature""]"
l278-s2-choi-2001,article:l278,0.5,2,15,"[""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:temperature"", ""molding#0:pressure"", ""solvent#0:solvent name""]"
l278-s2-choi-2001,article:l278,0.75,0,15,"[""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""molding#0:pressure""]"
l278-s2-choi-2001,article:l278,0.75,1,15,"[""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:temperature"", ""mixing#2:time"", ""solvent#0:solvent name""]"
l278-s2-choi-2001,article:l278,0.75,2,15,"[""drying evaporation#0:time"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:pressure"", ""solvent#0:solvent name""]"
l146-s4-tao-2011,article:l146,0.25,0,1,"[""solvent#0:solvent name""]"
l146-s4-tao-2011,article:l146,0.25,1,1,"[""solvent#0:solvent name""]"
l146-s4-tao-2011,article:l146,0.25,2,1,"[""solvent#0:solvent name""]"
l146-s4-tao-2011,article:l146,0.5,0,1,"[""solvent#0:solvent name""]"
l146-s4-tao-2011,article:l146,0.5,1,1,"[""solvent#0:solvent name""]"
l146-s4-tao-2011,article:l146,0.5,2,1,"[""solvent#0:solvent name""]"
l146-s4-tao-2011,article:l146,0.75,0,1,"[""solvent#0:solvent name""]"
l146-s4-tao-2011,article:l146,0.75,1,1,"[""solvent#0:solvent name""]"
l146-s4-tao-2011,article:l146,0.75,2,1,"[""solvent#0:solvent name""]"
l132-s4-holt-2014,article:l132,0.25,0,7,"[""drying evaporation#1:temperature"", ""mixing#0:time""]"
l132-s4-holt-2014,article:l132,0.25,1,7,"[""mixing#0:mixing method"", ""mixing#0:time""]"
l132-s4-holt-2014,article:l132,0.25,2,7,"[""mixing#0:time"", ""solvent#0:solvent name""]"
l132-s4-holt-2014,article:l132,0.5,0,7,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""mixing#0:mixing method""]"
l132-s4-holt-2014,article:l132,0.5,1,7,"[""drying evaporation#0:time"", ""drying evaporation#1:time"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l132-s4-holt-2014,article:l132,0.5,2,7,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""solvent#0:solvent name""]"
l132-s4-holt-2014,article:l132,0.75,0,7,"[""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l132-s4-holt-2014,article:l132,0.75,1,7,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""solvent#0:solvent name""]"
l132-s4-holt-2014,article:l132,0.75,2,7,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:time"", ""solvent#0:solvent name""]"
l137-s8-yang-2014,article:l137,0.25,0,12,"[""drying evaporation#0:time"", ""mixing#0:temperature"", ""mixing#3:mixing method""]"
l137-s8-yang-2014,article:l137,0.25,1,12,"[""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method""]"
l137-s8-yang-2014,article:l137,0.25,2,12,"[""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#3:mixing method""]"
l137-s8-yang-2014,article:l137,0.5,0,12,"[""drying evaporation#0:ambient condition"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#3:time""]"
l137-s8-yang-2014,article:l137,0.5,1,12,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:temperature"", ""mixing#2:mixing method"", ""mixing#2:time"", ""mixing#3:time""]"
l137-s8-yang-2014,article:l137,0.5,2,12,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#2:mixing method"", ""mixing#3:mixing method""]"
l137-s8-yang-2014,article:l137,0.75,0,12,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:time"", ""mixing#2:time"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l137-s8-yang-2014,article:l137,0.75,1,12,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l137-s8-yang-2014,article:l137,0.75,2,12,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l271-s15-sun-2004,article:l271,0.25,0,2,"[""mixing#0:time""]"
l271-s15-sun-2004,article:l271,0.25,1,2,"[""mixing#0:time""]"
l271-s15-sun-2004,article:l271,0.25,2,2,"[""mixing#0:mixing method""]"
l271-s15-sun-2004,article:l271,0.5,0,2,"[""mixing#0:time""]"
l271-s15-sun-2004,article:l271,0.5,1,2,"[""mixing#0:mixing method""]"
l271-s15-sun-2004,article:l271,0.5,2,2,"[""mixing#0:time""]"
l271-s15-sun-2004,article:l271,0.75,0,2,"[""mixing#0:mixing method"", ""mixing#0:time""]"
l271-s15-sun-2004,article:l271,0.75,1,2,"[""mixing#0:mixing method"", ""mixing#0:time""]"
l271-s15-sun-2004,article:l271,0.75,2,2,"[""mixing#0:mixing method"", ""mixing#0:time""]"
l266-s8-kalaitzidou-2007,article:l266,0.25,0,6,"[""extrusion#0:extruder"", ""extrusion#0:rotation mode""]"
l266-s8-kalaitzidou-2007,article:l266,0.25,1,6,"[""extrusion#0:equipment type"", ""mixing#0:time""]"
l266-s8-kalaitzidou-2007,article:l266,0.25,2,6,"[""mixing#0:mixer"", ""mixing#0:time""]"
l266-s8-kalaitzidou-2007,article:l266,0.5,0,6,"[""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""mixing#0:mixer""]"
l266-s8-kalaitzidou-2007,article:l266,0.5,1,6,"[""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""mixing#0:temperature""]"
l266-s8-kalaitzidou-2007,article:l266,0.5,2,6,"[""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""mixing#0:time""]"
l266-s8-kalaitzidou-2007,article:l266,0.75,0,6,"[""extrusion#0:equipment type"", ""extrusion#0:rotation mode"", ""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#0:time""]"
l266-s8-kalaitzidou-2007,article:l266,0.75,1,6,"[""extrusion#0:equipment type"", ""extrusion#0:rotation mode"", ""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#0:time""]"
l266-s8-kalaitzidou-2007,article:l266,0.75,2,6,"[""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""extrusion#0:rotation mode"", ""mixing#0:mixer"", ""mixing#0:time""]"
l261-s2-wang-2016,article:l261,0.25,0,22,"[""heating#1:ambient condition"", ""heating#1:time"", ""heating#2:temperature"", ""heating#3:temperature"", ""mixing#1:mixing method"", ""mixing#3:time""]"
l261-s2-wang-2016,article:l261,0.25,1,22,"[""heating#2:temperature"", ""heating#3:time"", ""mixing#1:time"", ""mixing#2:rotational frequency"", ""mixing#3:mixing method"", ""molding#0:time""]"
l261-s2-wang-2016,article:l261,0.25,2,22,"[""heating#1:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:rotational frequency""]"
l261-s2-wang-2016,article:l261,0.5,0,22,"[""heating#0:temperature"", ""heating#2:temperature"", ""mixing#0:mixing method"", ""mixing#1:time"", ""mixing#3:mixing method"", ""mixing#3:time"", ""mixing#4:mixing method"", ""mixing#4:rotational frequency"", ""mixing#4:time"", ""molding#0:temperature"", ""solvent#0:solvent name""]"
l261-s2-wang-2016,article:l261,0.5,1,22,"[""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#3:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#2:rotational frequency"", ""mixing#3:mixing method"", ""mixing#4:time"", ""molding#0:temperature"", ""solvent#0:solvent name""]"
l261-s2-wang-2016,article:l261,0.5,2,22,"[""heating#1:ambient condition"", ""heating#1:temperature"", ""heating#3:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixer"", ""mixing#2:rotational frequency"", ""mixing#3:mixing method"", ""solvent#0:solvent name""]"
l261-s2-wang-2016,article:l261,0.75,0,22,"[""heating#0:temperature"", ""heating#1:ambient condition"", ""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:rotational frequency"", ""mixing#4:mixing method"", ""mixing#4:rotational frequency"", ""mixing#4:time"", ""molding#0:time"", ""solvent#0:solvent name""]"
l261-s2-wang-2016,article:l261,0.75,1,22,"[""heating#0:temperature"", ""heating#1:ambient condition"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#3:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:rotational frequency"", ""mixing#3:mixing method"", ""mixing#3:time"", ""mixing#4:mixing method"", ""mixing#4:rotational frequency"", ""mixing#4:time"", ""molding#0:time""]"
l261-s2-wang-2016,article:l261,0.75,2,22,"[""heating#0:temperature"", ""heating#1:ambient condition"", ""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""heating#3:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:rotational frequency"", ""mixing#3:mixing method"", ""mixing#3:time"", ""mixing#4:mixing method"", ""mixing#4:rotational frequency"", ""mixing#4:time"", ""molding#0:temperature"", ""solvent#0:solvent name""]"
l377-s4-wanasekara-2017,article:l377,0.25,0,3,"[""drying evaporation#0:time""]"
l377-s4-wanasekara-2017,article:l377,0.25,1,3,"[""drying evaporation#0:time""]"
l377-s4-wanasekara-2017,article:l377,0.25,2,3,"[""mixing#0:mixing method""]"
l377-s4-wanasekara-2017,article:l377,0.5,0,3,"[""drying evaporation#0:ambient condition"", ""mixing#0:mixing method""]"
l377-s4-wanasekara-2017,article:l377,0.5,1,3,"[""drying evaporation#0:ambient condition"", ""mixing#0:mixing method""]"
l377-s4-wanasekara-2017,article:l377,0.5,2,3,"[""drying evaporation#0:ambient condition"", ""mixing#0:mixing method""]"
l377-s4-wanasekara-2017,article:l377,0.75,0,3,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]"
l377-s4-wanasekara-2017,article:l377,0.75,1,3,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]"
l377-s4-wanasekara-2017,article:l377,0.75,2,3,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]"
l318-s3-patsidis-2014,article:l318,0.25,0,11,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l318-s3-patsidis-2014,article:l318,0.25,1,11,"[""heating#1:temperature"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l318-s3-patsidis-2014,article:l318,0.25,2,11,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l318-s3-patsidis-2014,article:l318,0.5,0,11,"[""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l318-s3-patsidis-2014,article:l318,0.5,1,11,"[""heating#0:time"", ""heating#1:time"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:rotational frequency""]"
l318-s3-patsidis-2014,article:l318,0.5,2,11,"[""heating#0:temperature"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time""]"
l318-s3-patsidis-2014,article:l318,0.75,0,11,"[""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time""]"
l318-s3-patsidis-2014,article:l318,0.75,1,11,"[""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#1:rotational frequency"", ""mixing#1:time""]"
l318-s3-patsidis-2014,article:l318,0.75,2,11,"[""heating#0:temperature"", ""heating#0:time"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time""]"
l375-s1-rishi-2018,article:l375,0.25,0,6,"[""mixing#0:mixer"", ""mixing#0:time""]"
l375-s1-rishi-2018,article:l375,0.25,1,6,"[""mixing#0:mixing method"", ""mixing#0:temperature""]"
l375-s1-rishi-2018,article:l375,0.25,2,6,"[""mixing#0:temperature"", ""mixing#0:time""]"
l375-s1-rishi-2018,article:l375,0.5,0,6,"[""mixing#0:chemical used"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency""]"
l375-s1-rishi-2018,article:l375,0.5,1,6,"[""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]"
l375-s1-rishi-2018,article:l375,0.5,2,6,"[""mixing#0:chemical used"", ""mixing#0:temperature"", ""mixing#0:time""]"
l375-s1-rishi-2018,article:l375,0.75,0,6,"[""mixing#0:chemical used"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]"
l375-s1-rishi-2018,article:l375,0.75,1,6,"[""mixing#0:chemical used"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]"
l375-s1-rishi-2018,article:l375,0.75,2,6,"[""mixing#0:chemical used"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]"
l146-s3-tao-2011,article:l146,0.25,0,1,"[""solvent#0:solvent name""]"
l146-s3-tao-2011,article:l146,0.25,1,1,"[""solvent#0:solvent name""]"
l146-s3-tao-2011,article:l146,0.25,2,1,"[""solvent#0:solvent name""]"
l146-s3-tao-2011,article:l146,0.5,0,1,"[""solvent#0:solvent name""]"
l146-s3-tao-2011,article:l146,0.5,1,1,"[""solvent#0:solvent name""]"
l146-s3-tao-2011,article:l146,0.5,2,1,"[""solvent#0:solvent name""]"
l146-s3-tao-2011,article:l146,0.75,0,1,"[""solvent#0:solvent name""]"
l146-s3-tao-2011,article:l146,0.75,1,1,"[""solvent#0:solvent name""]"
l146-s3-tao-2011,article:l146,0.75,2,1,"[""solvent#0:solvent name""]"
l304-s3-stockelhuber-2011,article:l304,0.25,0,4,"[""mixing#0:mixer""]"
l304-s3-stockelhuber-2011,article:l304,0.25,1,4,"[""mixing#0:temperature""]"
l304-s3-stockelhuber-2011,article:l304,0.25,2,4,"[""mixing#0:time""]"
l304-s3-stockelhuber-2011,article:l304,0.5,0,4,"[""mixing#0:mixer"", ""mixing#0:time""]"
l304-s3-stockelhuber-2011,article:l304,0.5,1,4,"[""mixing#0:mixer"", ""mixing#0:time""]"
l304-s3-stockelhuber-2011,article:l304,0.5,2,4,"[""mixing#0:mixing method"", ""mixing#0:temperature""]"
l304-s3-stockelhuber-2011,article:l304,0.75,0,4,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:temperature""]"
l304-s3-stockelhuber-2011,article:l304,0.75,1,4,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]"
l304-s3-stockelhuber-2011,article:l304,0.75,2,4,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:temperature""]"
l229-s7-bao-2011,article:l229,0.25,0,14,"[""heating#2:temperature"", ""heating#3:temperature"", ""heating#3:time"", ""mixing#1:mixing method""]"
l229-s7-bao-2011,article:l229,0.25,1,14,"[""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:time"", ""mixing#2:mixing method""]"
l229-s7-bao-2011,article:l229,0.25,2,14,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""mixing#2:temperature"", ""mixing#3:mixing method""]"
l229-s7-bao-2011,article:l229,0.5,0,14,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#2:time"", ""heating#3:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#3:time""]"
l229-s7-bao-2011,article:l229,0.5,1,14,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#1:temperature"", ""mixing#1:mixing method"", ""mixing#2:temperature"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l229-s7-bao-2011,article:l229,0.5,2,14,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#2:temperature"", ""heating#3:temperature"", ""mixing#0:mixing method"", ""mixing#1:time"", ""mixing#2:temperature""]"
l229-s7-bao-2011,article:l229,0.75,0,14,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#2:time"", ""heating#3:time"", ""mixing#0:mixing method"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l229-s7-bao-2011,article:l229,0.75,1,14,"[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:time"", ""heating#3:temperature"", ""heating#3:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l229-s7-bao-2011,article:l229,0.75,2,14,"[""heating#0:temperature"", ""heating#1:temperature"", ""heating#2:temperature"", ""heating#2:time"", ""heating#3:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#3:mixing method"", ""mixing#3:time""]"
l316-s3-chandrasekaran-2013,article:l316,0.25,0,8,"[""heating#0:temperature"", ""heating#1:temperature""]"
l316-s3-chandrasekaran-2013,article:l316,0.25,1,8,"[""heating#1:temperature"", ""mixing#0:mixer""]"
l316-s3-chandrasekaran-2013,article:l316,0.25,2,8,"[""heating#0:temperature"", ""heating#1:time""]"
l316-s3-chandrasekaran-2013,article:l316,0.5,0,8,"[""heating#0:temperature"", ""heating#2:time"", ""mixing#0:mixer"", ""mixing#1:time""]"
l316-s3-chandrasekaran-2013,article:l316,0.5,1,8,"[""heating#0:temperature"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixing method""]"
l316-s3-chandrasekaran-2013,article:l316,0.5,2,8,"[""heating#1:time"", ""heating#2:temperature"", ""mixing#0:mixing method"", ""mixing#1:time""]"
l316-s3-chandrasekaran-2013,article:l316,0.75,0,8,"[""heating#0:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixer"", ""mixing#1:time""]"
l316-s3-chandrasekaran-2013,article:l316,0.75,1,8,"[""heating#0:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:time""]"
l316-s3-chandrasekaran-2013,article:l316,0.75,2,8,"[""heating#0:temperature"", ""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""heating#2:time"", ""mixing#0:mixing method""]"
l120-s11-murugaraj-2005,article:l120,0.25,0,4,"[""solvent#0:solvent name""]"
l120-s11-murugaraj-2005,article:l120,0.25,1,4,"[""drying evaporation#0:time""]"
l120-s11-murugaraj-2005,article:l120,0.25,2,4,"[""drying evaporation#1:temperature""]"
l120-s11-murugaraj-2005,article:l120,0.5,0,4,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]"
l120-s11-murugaraj-2005,article:l120,0.5,1,4,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]"
l120-s11-murugaraj-2005,article:l120,0.5,2,4,"[""drying evaporation#0:temperature"", ""solvent#0:solvent name""]"
l120-s11-murugaraj-2005,article:l120,0.75,0,4,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]"
l120-s11-murugaraj-2005,article:l120,0.75,1,4,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""solvent#0:solvent name""]"
l120-s11-murugaraj-2005,article:l120,0.75,2,4,"[""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""solvent#0:solvent name""]"
l297-s1-shen-2004,article:l297,0.25,0,7,"[""drying evaporation#0:ambient condition"", ""heating#0:temperature""]"
l297-s1-shen-2004,article:l297,0.25,1,7,"[""heating#0:ambient condition"", ""heating#0:temperature""]"
l297-s1-shen-2004,article:l297,0.25,2,7,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]"
l297-s1-shen-2004,article:l297,0.5,0,7,"[""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method""]"
l297-s1-shen-2004,article:l297,0.5,1,7,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method""]"
l297-s1-shen-2004,article:l297,0.5,2,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:ambient condition""]"
l297-s1-shen-2004,article:l297,0.75,0,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method""]"
l297-s1-shen-2004,article:l297,0.75,1,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time""]"
l297-s1-shen-2004,article:l297,0.75,2,7,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""mixing#0:mixing method""]"
l267-s3-kim-2006,article:l267,0.25,0,5,"[""heating#0:time"", ""heating#1:time""]"
l267-s3-kim-2006,article:l267,0.25,1,5,"[""heating#0:time"", ""mixing#0:time""]"
l267-s3-kim-2006,article:l267,0.25,2,5,"[""heating#0:temperature"", ""heating#0:time""]"
l267-s3-kim-2006,article:l267,0.5,0,5,"[""heating#0:temperature"", ""heating#0:time"", ""heating#1:time""]"
l267-s3-kim-2006,article:l267,0.5,1,5,"[""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l267-s3-kim-2006,article:l267,0.5,2,5,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method""]"
l267-s3-kim-2006,article:l267,0.75,0,5,"[""heating#0:time"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l267-s3-kim-2006,article:l267,0.75,1,5,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l267-s3-kim-2006,article:l267,0.75,2,5,"[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l279-s1-motaung-2012,article:l279,0.25,0,6,"[""mixing#0:mixer"", ""mixing#0:time""]"
l279-s1-motaung-2012,article:l279,0.25,1,6,"[""mixing#0:temperature"", ""mixing#0:time""]"
l279-s1-motaung-2012,article:l279,0.25,2,6,"[""mixing#0:time"", ""molding#0:temperature""]"
l279-s1-motaung-2012,article:l279,0.5,0,6,"[""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""molding#0:time""]"
l279-s1-motaung-2012,article:l279,0.5,1,6,"[""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:time""]"
l279-s1-motaung-2012,article:l279,0.5,2,6,"[""mixing#0:rotational frequency"", ""mixing#0:time"", ""molding#0:temperature""]"
l279-s1-motaung-2012,article:l279,0.75,0,6,"[""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature""]"
l279-s1-motaung-2012,article:l279,0.75,1,6,"[""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature"", ""molding#0:time""]"
