sample_id,article_group,mask_fraction,replicate,reported_setting_count,masked_keys
l413-s3-botta-2018,article:l413,0.75,2,27,"[""cooling#0:ambient condition"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""extrusion#0:equipment type"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#1:equipment type"", ""extrusion#1:extruder"", ""extrusion#1:extrusion temperature"", ""extrusion#1:rotation speed"", ""extrusion#2:equipment type"", ""extrusion#2:extruder"", ""extrusion#2:extrusion temperature"", ""extrusion#3:extruder"", ""extrusion#3:rotation speed""]"
l375-s4-rishi-2018,article:l375,0.25,0,6,"[""mixing#0:mixer"", ""mixing#0:temperature""]"
l375-s4-rishi-2018,article:l375,0.25,1,6,"[""mixing#0:chemical used"", ""mixing#0:temperature""]"
l375-s4-rishi-2018,article:l375,0.25,2,6,"[""mixing#0:mixing method"", ""mixing#0:temperature""]"
l375-s4-rishi-2018,article:l375,0.5,0,6,"[""mixing#0:chemical used"", ""mixing#0:mixer"", ""mixing#0:temperature""]"
l375-s4-rishi-2018,article:l375,0.5,1,6,"[""mixing#0:chemical used"", ""mixing#0:temperature"", ""mixing#0:time""]"
l375-s4-rishi-2018,article:l375,0.5,2,6,"[""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time""]"
l375-s4-rishi-2018,article:l375,0.75,0,6,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time""]"
l375-s4-rishi-2018,article:l375,0.75,1,6,"[""mixing#0:chemical used"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]"
l375-s4-rishi-2018,article:l375,0.75,2,6,"[""mixing#0:chemical used"", ""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time""]"
l252-s3-ameli-2014,article:l252,0.25,0,3,"[""extrusion#0:extruder""]"
l252-s3-ameli-2014,article:l252,0.25,1,3,"[""extrusion#0:equipment type""]"
l252-s3-ameli-2014,article:l252,0.25,2,3,"[""extrusion#0:extruder""]"
l252-s3-ameli-2014,article:l252,0.5,0,3,"[""extrusion#0:equipment type"", ""mixing#0:temperature""]"
l252-s3-ameli-2014,article:l252,0.5,1,3,"[""extrusion#0:equipment type"", ""extrusion#0:extruder""]"
l252-s3-ameli-2014,article:l252,0.5,2,3,"[""extrusion#0:equipment type"", ""mixing#0:temperature""]"
l252-s3-ameli-2014,article:l252,0.75,0,3,"[""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""mixing#0:temperature""]"
l252-s3-ameli-2014,article:l252,0.75,1,3,"[""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""mixing#0:temperature""]"
l252-s3-ameli-2014,article:l252,0.75,2,3,"[""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""mixing#0:temperature""]"
l154-s3-eitan-2005,article:l154,0.25,0,10,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]"
l154-s3-eitan-2005,article:l154,0.25,1,10,"[""additive#0:additive"", ""drying evaporation#1:time"", ""mixing#0:mixing method""]"
l154-s3-eitan-2005,article:l154,0.25,2,10,"[""additive#0:additive"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]"
l154-s3-eitan-2005,article:l154,0.5,0,10,"[""drying evaporation#1:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l154-s3-eitan-2005,article:l154,0.5,1,10,"[""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method""]"
l154-s3-eitan-2005,article:l154,0.5,2,10,"[""additive#0:additive"", ""drying evaporation#1:temperature"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:time""]"
l154-s3-eitan-2005,article:l154,0.75,0,10,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l154-s3-eitan-2005,article:l154,0.75,1,10,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]"
l154-s3-eitan-2005,article:l154,0.75,2,10,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method""]"
l376-s6-carroll-2017,article:l376,0.25,0,19,"[""drying evaporation#1:ambient condition"", ""drying evaporation#1:pressure"", ""drying evaporation#1:temperature"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature""]"
l376-s6-carroll-2017,article:l376,0.25,1,19,"[""additive#0:additive"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""mixing#1:time"", ""solvent#0:solvent name""]"
l376-s6-carroll-2017,article:l376,0.25,2,19,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#2:time"", ""mixing#0:time""]"
l376-s6-carroll-2017,article:l376,0.5,0,19,"[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:pressure"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""solvent#1:solvent name""]"
l376-s6-carroll-2017,article:l376,0.5,1,19,"[""drying evaporation#1:ambient condition"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:pressure"", ""drying evaporation#2:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""solvent#0:solvent name"", ""solvent#1:solvent name""]"
l376-s6-carroll-2017,article:l376,0.5,2,19,"[""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:pressure"", ""drying evaporation#1:time"", ""drying evaporation#2:pressure"", ""drying evaporation#2:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#1:solvent name""]"
l376-s6-carroll-2017,article:l376,0.75,0,19,"[""additive#0:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:pressure"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""solvent#0:solvent name"", ""solvent#1:solvent name""]"
l376-s6-carroll-2017,article:l376,0.75,1,19,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:pressure"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:pressure"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixer"", ""mixing#1:time"", ""solvent#0:solvent name"", ""solvent#1:solvent name""]"
l376-s6-carroll-2017,article:l376,0.75,2,19,"[""additive#0:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:pressure"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""solvent#0:solvent name"", ""solvent#1:solvent name""]"
l111-s4-singha-2009,article:l111,0.25,0,22,"[""additive#1:additive"", ""drying evaporation#1:time"", ""drying evaporation#4:time"", ""mixing#0:mixing method"", ""mixing#2:mixer"", ""molding#1:temperature""]"
l111-s4-singha-2009,article:l111,0.25,1,22,"[""additive#0:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#4:time"", ""mixing#1:rotational frequency"", ""molding#1:temperature""]"
l111-s4-singha-2009,article:l111,0.25,2,22,"[""additive#0:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""mixing#2:mixer""]"
l111-s4-singha-2009,article:l111,0.5,0,22,"[""additive#0:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#3:ambient condition"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:time"", ""mixing#2:mixer"", ""mixing#2:mixing method""]"
l111-s4-singha-2009,article:l111,0.5,1,22,"[""additive#0:additive"", ""additive#1:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:temperature"", ""mixing#0:mixer"", ""mixing#1:rotational frequency"", ""mixing#2:mixer"", ""mixing#2:mixing method""]"
l111-s4-singha-2009,article:l111,0.5,2,22,"[""additive#1:additive"", ""drying evaporation#0:time"", ""drying evaporation#1:time"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""drying evaporation#4:time"", ""mixing#0:mixer"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""molding#1:time""]"
l111-s4-singha-2009,article:l111,0.75,0,22,"[""additive#0:additive"", ""additive#1:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:time"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""drying evaporation#4:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:time"", ""molding#1:temperature"", ""molding#1:time""]"
l111-s4-singha-2009,article:l111,0.75,1,22,"[""additive#0:additive"", ""additive#1:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:time"", ""drying evaporation#3:ambient condition"", ""drying evaporation#4:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:time"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:time""]"
l111-s4-singha-2009,article:l111,0.75,2,22,"[""additive#0:additive"", ""additive#1:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""drying evaporation#3:ambient condition"", ""mixing#0:mixer"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:time"", ""molding#1:temperature"", ""molding#1:time""]"
l179-s5-ramanathan-2007,article:l179,0.25,0,15,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#3:mixing method"", ""molding#0:temperature""]"
l179-s5-ramanathan-2007,article:l179,0.25,1,15,"[""drying evaporation#0:temperature"", ""mixing#0:mixer"", ""mixing#2:rotational frequency"", ""molding#0:time""]"
l179-s5-ramanathan-2007,article:l179,0.25,2,15,"[""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:rotational frequency"", ""molding#0:time""]"
l179-s5-ramanathan-2007,article:l179,0.5,0,15,"[""drying evaporation#0:temperature"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:time"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l179-s5-ramanathan-2007,article:l179,0.5,1,15,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:rotational frequency"", ""mixing#2:time""]"
l179-s5-ramanathan-2007,article:l179,0.5,2,15,"[""drying evaporation#0:time"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:rotational frequency"", ""mixing#2:time"", ""mixing#3:mixing method"", ""molding#0:time""]"
l179-s5-ramanathan-2007,article:l179,0.75,0,15,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:time"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l179-s5-ramanathan-2007,article:l179,0.75,1,15,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:rotational frequency"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]"
l179-s5-ramanathan-2007,article:l179,0.75,2,15,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:rotational frequency"", ""mixing#2:time"", ""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]"
l221-s4-dai-2008,article:l221,0.25,0,7,"[""mixing#0:mixing method"", ""mixing#1:mixing method""]"
l221-s4-dai-2008,article:l221,0.25,1,7,"[""mixing#1:time"", ""molding#0:temperature""]"
l221-s4-dai-2008,article:l221,0.25,2,7,"[""mixing#0:chemical used"", ""mixing#1:mixing method""]"
l221-s4-dai-2008,article:l221,0.5,0,7,"[""mixing#0:chemical used"", ""mixing#0:mixing method"", ""mixing#1:time"", ""molding#0:time""]"
l221-s4-dai-2008,article:l221,0.5,1,7,"[""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:time""]"
l221-s4-dai-2008,article:l221,0.5,2,7,"[""mixing#0:chemical used"", ""mixing#0:mixing method"", ""mixing#0:time"", ""molding#0:temperature""]"
l221-s4-dai-2008,article:l221,0.75,0,7,"[""mixing#0:chemical used"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:temperature""]"
l221-s4-dai-2008,article:l221,0.75,1,7,"[""mixing#0:chemical used"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:temperature"", ""molding#0:time""]"
l221-s4-dai-2008,article:l221,0.75,2,7,"[""mixing#0:chemical used"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:temperature"", ""molding#0:time""]"
l208-s5-li-2012,article:l208,0.25,0,13,"[""drying evaporation#1:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""molding#0:pressure""]"
l208-s5-li-2012,article:l208,0.25,1,13,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""mixing#0:mixing method""]"
l208-s5-li-2012,article:l208,0.25,2,13,"[""drying evaporation#0:temperature"", ""drying evaporation#1:time"", ""mixing#0:time"", ""molding#0:pressure""]"
l208-s5-li-2012,article:l208,0.5,0,13,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature""]"
l208-s5-li-2012,article:l208,0.5,1,13,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method""]"
l208-s5-li-2012,article:l208,0.5,2,13,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""molding#0:temperature""]"
l208-s5-li-2012,article:l208,0.75,0,13,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:pressure"", ""molding#0:temperature""]"
l208-s5-li-2012,article:l208,0.75,1,13,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:pressure"", ""molding#0:temperature""]"
l208-s5-li-2012,article:l208,0.75,2,13,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:pressure"", ""molding#0:temperature""]"
l209-s7-ash-2001,article:l209,0.25,0,1,"[""drying evaporation#0:time""]"
l209-s7-ash-2001,article:l209,0.25,1,1,"[""drying evaporation#0:time""]"
l209-s7-ash-2001,article:l209,0.25,2,1,"[""drying evaporation#0:time""]"
l209-s7-ash-2001,article:l209,0.5,0,1,"[""drying evaporation#0:time""]"
l209-s7-ash-2001,article:l209,0.5,1,1,"[""drying evaporation#0:time""]"
l209-s7-ash-2001,article:l209,0.5,2,1,"[""drying evaporation#0:time""]"
l209-s7-ash-2001,article:l209,0.75,0,1,"[""drying evaporation#0:time""]"
l209-s7-ash-2001,article:l209,0.75,1,1,"[""drying evaporation#0:time""]"
l209-s7-ash-2001,article:l209,0.75,2,1,"[""drying evaporation#0:time""]"
l136-s5-vescovo-2010,article:l136,0.25,0,1,"[""mixing#0:mixing method""]"
l136-s5-vescovo-2010,article:l136,0.25,1,1,"[""mixing#0:mixing method""]"
l136-s5-vescovo-2010,article:l136,0.25,2,1,"[""mixing#0:mixing method""]"
l136-s5-vescovo-2010,article:l136,0.5,0,1,"[""mixing#0:mixing method""]"
l136-s5-vescovo-2010,article:l136,0.5,1,1,"[""mixing#0:mixing method""]"
l136-s5-vescovo-2010,article:l136,0.5,2,1,"[""mixing#0:mixing method""]"
l136-s5-vescovo-2010,article:l136,0.75,0,1,"[""mixing#0:mixing method""]"
l136-s5-vescovo-2010,article:l136,0.75,1,1,"[""mixing#0:mixing method""]"
l136-s5-vescovo-2010,article:l136,0.75,2,1,"[""mixing#0:mixing method""]"
l259-s2-chen-2017,article:l259,0.25,0,11,"[""heating#0:temperature"", ""mixing#1:time"", ""mixing#2:time""]"
l259-s2-chen-2017,article:l259,0.25,1,11,"[""mixing#1:temperature"", ""mixing#2:temperature"", ""molding#0:time""]"
