pair,left,right,replicate,mask,eligible_joint_reported_keys,masked_left_keys,masked_right_keys,bilateral_keys_match
159,l314-s4-diezpascual-2011,l217-s6-ash-2002,0,article_block,"[""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""molding#0:temperature""]","[""drying evaporation#0:time"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]",
160,l221-s8-dai-2008,l200-s4-schoch-2008,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""molding#0:temperature""]",[],
160,l221-s8-dai-2008,l200-s4-schoch-2008,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]","[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:time""]","[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:time""]",True
160,l221-s8-dai-2008,l200-s4-schoch-2008,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]","[""mixing#0:chemical used"", ""molding#0:temperature""]","[""mixing#0:time"", ""mixing#1:time""]",
161,l320-s2-wang-2014,l137-s8-yang-2014,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time"", ""mixing#3:mixing method""]","[""heating#0:temperature"", ""heating#1:ambient condition"", ""heating#2:temperature"", ""heating#2:time"", ""heating#3:temperature"", ""heating#3:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixer"", ""mixing#3:rotational frequency"", ""mixing#4:mixing method""]",[],
161,l320-s2-wang-2014,l137-s8-yang-2014,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time"", ""mixing#3:mixing method""]","[""mixing#0:mixing method"", ""mixing#2:time"", ""mixing#3:mixing method""]","[""mixing#0:mixing method"", ""mixing#2:time"", ""mixing#3:mixing method""]",True
161,l320-s2-wang-2014,l137-s8-yang-2014,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time"", ""mixing#3:mixing method""]","[""heating#2:time"", ""heating#3:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:mixer""]","[""drying evaporation#0:ambient condition"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method""]",
162,l196-s4-petersson-2006,l102-s8-hu-2007,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:time""]","[""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:time""]",[],
162,l196-s4-petersson-2006,l102-s8-hu-2007,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:time""]","[""mixing#0:mixer""]","[""mixing#0:mixer""]",True
162,l196-s4-petersson-2006,l102-s8-hu-2007,0,article_block,"[""mixing#0:mixer"", ""mixing#0:time""]","[""heating#0:ambient condition"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#1:mixing method""]","[""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature""]",
163,l142-s2-gao-2014,l392-s1-wang-2020,0,unilateral,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time""]","[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#1:mixing method""]",[],
163,l142-s2-gao-2014,l392-s1-wang-2020,0,bilateral,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time""]","[""drying evaporation#0:temperature""]","[""drying evaporation#0:temperature""]",True
163,l142-s2-gao-2014,l392-s1-wang-2020,0,article_block,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method""]","[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature""]",
164,l261-s2-wang-2016,l236-s9-fukushima-2012,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:temperature""]","[""heating#1:ambient condition"", ""heating#1:temperature"", ""heating#1:time"", ""heating#2:temperature"", ""heating#3:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#3:time"", ""mixing#4:time"", ""molding#0:temperature"", ""molding#0:time""]",[],
164,l261-s2-wang-2016,l236-s9-fukushima-2012,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:temperature""]","[""mixing#0:mixing method"", ""molding#0:temperature""]","[""mixing#0:mixing method"", ""molding#0:temperature""]",True
164,l261-s2-wang-2016,l236-s9-fukushima-2012,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time"", ""molding#0:temperature""]","[""heating#1:ambient condition"", ""mixing#2:rotational frequency"", ""mixing#4:rotational frequency"", ""solvent#0:solvent name""]","[""cooling#1:pressure"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#1:temperature"", ""molding#0:temperature""]",
165,l325-s5-manafi-2015,l306-s2-jiang-2008,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#3:mixing method""]",[],
165,l325-s5-manafi-2015,l306-s2-jiang-2008,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
165,l325-s5-manafi-2015,l306-s2-jiang-2008,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:time""]",[],
166,l191-s2-xie-2004,l120-s2-murugaraj-2005,0,unilateral,[],"[""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:time"", ""molding#0:time""]",[],
166,l191-s2-xie-2004,l120-s2-murugaraj-2005,0,bilateral,[],[],[],True
166,l191-s2-xie-2004,l120-s2-murugaraj-2005,0,article_block,[],"[""mixing#0:temperature"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]",
167,l110-s7-singha-2008,l289-s1-motaung-2012,0,unilateral,"[""molding#0:temperature"", ""molding#0:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""molding#0:ambient condition"", ""molding#0:temperature"", ""molding#0:time""]",[],
167,l110-s7-singha-2008,l289-s1-motaung-2012,0,bilateral,"[""molding#0:temperature"", ""molding#0:time""]","[""molding#0:time""]","[""molding#0:time""]",True
167,l110-s7-singha-2008,l289-s1-motaung-2012,0,article_block,"[""molding#0:temperature"", ""molding#0:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#2:mixing method"", ""mixing#3:mixing method""]","[""mixing#0:time"", ""molding#0:time""]",
168,e116-s21-prasad-2018,l383-s1-sadeghi-2017,0,unilateral,[],"[""drying evaporation#0:ambient condition"", ""extrusion#0:extrusion temperature"", ""extrusion#0:residence time""]",[],
168,e116-s21-prasad-2018,l383-s1-sadeghi-2017,0,bilateral,[],[],[],True
168,e116-s21-prasad-2018,l383-s1-sadeghi-2017,0,article_block,[],"[""extrusion#0:equipment type""]","[""mixing#0:rotational frequency"", ""mixing#0:time""]",
169,l262-s5-oyarzabal-2016,l212-s5-ghanbari-2012,0,unilateral,"[""molding#0:temperature""]","[""mixing#0:mixer"", ""mixing#0:temperature""]",[],
169,l262-s5-oyarzabal-2016,l212-s5-ghanbari-2012,0,bilateral,"[""molding#0:temperature""]",[],[],True
169,l262-s5-oyarzabal-2016,l212-s5-ghanbari-2012,0,article_block,"[""molding#0:temperature""]","[""mixing#0:temperature"", ""molding#0:temperature""]","[""cooling#1:time"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""molding#0:temperature"", ""molding#0:time""]",
170,l180-s3-maillard-2012,l260-s2-haggenmueller-2006,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""heating#0:temperature"", ""mixing#0:mixing method"", ""molding#0:ambient condition"", ""molding#0:time""]",[],
170,l180-s3-maillard-2012,l260-s2-haggenmueller-2006,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#0:time""]",True
170,l180-s3-maillard-2012,l260-s2-haggenmueller-2006,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""heating#0:ambient condition"", ""heating#0:pressure"", ""molding#0:ambient condition""]","[""mixing#0:mixer"", ""mixing#0:time""]",
171,l136-s5-vescovo-2010,l318-s3-patsidis-2014,0,unilateral,"[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",[],
171,l136-s5-vescovo-2010,l318-s3-patsidis-2014,0,bilateral,"[""mixing#0:mixing method""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
171,l136-s5-vescovo-2010,l318-s3-patsidis-2014,0,article_block,"[""mixing#0:mixing method""]",[],"[""mixing#0:mixing method"", ""mixing#1:mixing method""]",
172,l262-s5-oyarzabal-2016,l274-s3-goh-2003,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:temperature"", ""molding#0:temperature""]","[""mixing#0:mixer"", ""mixing#0:rotational frequency"", ""mixing#0:temperature""]",[],
172,l262-s5-oyarzabal-2016,l274-s3-goh-2003,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:temperature"", ""molding#0:temperature""]","[""mixing#0:mixer"", ""molding#0:temperature""]","[""mixing#0:mixer"", ""molding#0:temperature""]",True
172,l262-s5-oyarzabal-2016,l274-s3-goh-2003,0,article_block,"[""mixing#0:mixer"", ""mixing#0:temperature"", ""molding#0:temperature""]","[""mixing#0:temperature"", ""molding#0:temperature""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature"", ""molding#0:time""]",
173,l174-s6-ramanathan-2008,l266-s8-kalaitzidou-2007,0,unilateral,[],"[""mixing#1:mixing method"", ""mixing#1:time""]",[],
173,l174-s6-ramanathan-2008,l266-s8-kalaitzidou-2007,0,bilateral,[],[],[],True
173,l174-s6-ramanathan-2008,l266-s8-kalaitzidou-2007,0,article_block,[],"[""mixing#1:time""]","[""extrusion#0:rotation mode"", ""mixing#0:mixer""]",
174,l325-s5-manafi-2015,l308-s3-demetrio-2013,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""drying evaporation#0:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:temperature"", ""mixing#2:time"", ""mixing#3:mixing method"", ""mixing#3:time""]",[],
174,l325-s5-manafi-2015,l308-s3-demetrio-2013,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]",[],[],True
174,l325-s5-manafi-2015,l308-s3-demetrio-2013,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:time""]","[""mixing#0:time""]",
175,l111-s4-singha-2009,l297-s1-shen-2004,0,unilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""additive#1:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:time"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#4:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:rotational frequency"", ""mixing#2:mixing method"", ""mixing#2:time"", ""molding#1:temperature"", ""molding#1:time""]",[],
175,l111-s4-singha-2009,l297-s1-shen-2004,0,bilateral,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:time"", ""mixing#0:mixing method""]",True
175,l111-s4-singha-2009,l297-s1-shen-2004,0,article_block,"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:temperature"", ""drying evaporation#3:ambient condition"", ""mixing#0:mixer"", ""mixing#1:rotational frequency"", ""mixing#2:mixer"", ""molding#1:temperature""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""heating#0:temperature"", ""heating#0:time""]",
176,l120-s11-murugaraj-2005,l212-s5-ghanbari-2012,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]","[""drying evaporation#0:time"", ""drying evaporation#1:temperature""]",[],
176,l120-s11-murugaraj-2005,l212-s5-ghanbari-2012,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]",True
176,l120-s11-murugaraj-2005,l212-s5-ghanbari-2012,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]","[""cooling#1:time"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""drying evaporation#2:temperature"", ""drying evaporation#2:time"", ""extrusion#0:equipment type"", ""extrusion#0:extruder"", ""molding#0:temperature"", ""molding#0:time""]",
177,l182-s7-hoepfner-2017,l287-s2-jang-2008,0,unilateral,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]","[""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:mixer"", ""mixing#2:time""]",[],
177,l182-s7-hoepfner-2017,l287-s2-jang-2008,0,bilateral,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#2:mixing method"", ""mixing#2:temperature""]","[""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#2:mixing method"", ""mixing#2:temperature""]",True
177,l182-s7-hoepfner-2017,l287-s2-jang-2008,0,article_block,"[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""solvent#0:solvent name""]",
178,l278-s2-choi-2001,l266-s8-kalaitzidou-2007,0,unilateral,"[""mixing#0:time""]","[""drying evaporation#1:temperature"", ""mixing#0:rotational frequency"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:temperature"", ""molding#0:pressure"", ""solvent#0:solvent name""]",[],
178,l278-s2-choi-2001,l266-s8-kalaitzidou-2007,0,bilateral,"[""mixing#0:time""]",[],[],True
178,l278-s2-choi-2001,l266-s8-kalaitzidou-2007,0,article_block,"[""mixing#0:time""]","[""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:rotational frequency"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:pressure"", ""solvent#0:solvent name""]","[""extrusion#0:rotation mode"", ""mixing#0:mixer""]",
179,l142-s2-gao-2014,l413-s3-botta-2018,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:time""]",[],
179,l142-s2-gao-2014,l413-s3-botta-2018,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time""]","[""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time""]","[""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time""]",True
179,l142-s2-gao-2014,l413-s3-botta-2018,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""heating#0:temperature"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#3:mixing method""]","[""extrusion#0:extruder"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation mode"", ""extrusion#0:rotation speed"", ""extrusion#1:extruder"", ""extrusion#1:extrusion temperature"", ""extrusion#1:rotation speed"", ""extrusion#2:extruder"", ""extrusion#2:extrusion temperature"", ""extrusion#2:rotation speed"", ""extrusion#3:extruder"", ""extrusion#3:extrusion temperature"", ""extrusion#3:rotation speed""]",
180,l397-s1-tuncer-2007,l318-s4-patsidis-2014,0,unilateral,"[""mixing#1:mixing method"", ""mixing#1:time""]","[""curing#0:temperature"", ""mixing#1:mixing method""]",[],
180,l397-s1-tuncer-2007,l318-s4-patsidis-2014,0,bilateral,"[""mixing#1:mixing method"", ""mixing#1:time""]","[""mixing#1:mixing method"", ""mixing#1:time""]","[""mixing#1:mixing method"", ""mixing#1:time""]",True
180,l397-s1-tuncer-2007,l318-s4-patsidis-2014,0,article_block,"[""mixing#1:mixing method"", ""mixing#1:time""]","[""curing#0:ambient condition"", ""curing#0:temperature""]","[""mixing#0:mixing method"", ""mixing#1:mixing method""]",
181,l177-s2-yang-2013,l376-s6-carroll-2017,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixer"", ""mixing#0:mixing method""]",[],
181,l177-s2-yang-2013,l376-s6-carroll-2017,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
181,l177-s2-yang-2013,l376-s6-carroll-2017,0,article_block,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixer"", ""mixing#0:time""]","[""additive#0:additive"", ""drying evaporation#0:ambient condition"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:pressure"", ""drying evaporation#2:ambient condition"", ""drying evaporation#2:pressure""]",
182,l171-s15-rittigstein-2006,l377-s4-wanasekara-2017,0,unilateral,"[""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""cooling#1:temperature"", ""mixing#0:mixer"", ""mixing#0:time"", ""solvent#0:solvent name""]",[],
182,l171-s15-rittigstein-2006,l377-s4-wanasekara-2017,0,bilateral,"[""drying evaporation#0:time"", ""mixing#0:mixing method""]",[],[],True
182,l171-s15-rittigstein-2006,l377-s4-wanasekara-2017,0,article_block,"[""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""cooling#0:temperature"", ""cooling#0:time"", ""cooling#1:temperature"", ""cooling#1:time"", ""drying evaporation#0:time"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""drying evaporation#0:time"", ""mixing#0:mixing method""]",
183,l238-s3-zhao-2008,l260-s2-haggenmueller-2006,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""additive#0:additive"", ""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]",[],
183,l238-s3-zhao-2008,l260-s2-haggenmueller-2006,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""mixing#0:time""]","[""mixing#0:time""]",True
183,l238-s3-zhao-2008,l260-s2-haggenmueller-2006,0,article_block,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""additive#0:additive"", ""additive#1:additive"", ""drying evaporation#0:time"", ""heating#0:time"", ""heating#1:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""solvent#0:solvent name""]","[""mixing#0:mixer"", ""mixing#0:time""]",
184,l382-s1-huang-2019,l285-s1-pham-2012,0,unilateral,[],[],[],
184,l382-s1-huang-2019,l285-s1-pham-2012,0,bilateral,[],[],[],True
184,l382-s1-huang-2019,l285-s1-pham-2012,0,article_block,[],"[""mixing#0:mixing method""]","[""molding#0:pressure"", ""molding#0:time""]",
185,l171-s15-rittigstein-2006,l306-s2-jiang-2008,0,unilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""cooling#0:temperature"", ""cooling#1:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixer"", ""solvent#0:solvent name""]",[],
185,l171-s15-rittigstein-2006,l306-s2-jiang-2008,0,bilateral,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:time""]","[""mixing#0:time""]",True
185,l171-s15-rittigstein-2006,l306-s2-jiang-2008,0,article_block,"[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""cooling#0:temperature"", ""cooling#0:time"", ""cooling#1:temperature"", ""cooling#1:time"", ""drying evaporation#0:time"", ""mixing#0:time"", ""solvent#0:solvent name""]",[],
186,l210-s4-zhang-2014,l129-s12-wu-2011,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""extrusion heating zone#0:equipment type"", ""extrusion heating zone#0:rotation speed"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]",[],
186,l210-s4-zhang-2014,l129-s12-wu-2011,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#0:time""]",True
186,l210-s4-zhang-2014,l129-s12-wu-2011,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion heating zone#0:extruder"", ""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:temperature""]",
187,l262-s5-oyarzabal-2016,l310-s5-chatterjee-2007,0,unilateral,"[""mixing#0:mixer"", ""molding#0:temperature""]","[""mixing#0:rotational frequency"", ""molding#0:temperature""]",[],
187,l262-s5-oyarzabal-2016,l310-s5-chatterjee-2007,0,bilateral,"[""mixing#0:mixer"", ""molding#0:temperature""]",[],[],True
187,l262-s5-oyarzabal-2016,l310-s5-chatterjee-2007,0,article_block,"[""mixing#0:mixer"", ""molding#0:temperature""]","[""mixing#0:temperature"", ""molding#0:temperature""]","[""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:time"", ""mixing#1:time"", ""molding#0:time""]",
188,l396-s4-ghosh-2013,l388-s1-benes-2018,0,unilateral,"[""additive#0:additive"", ""additive#1:additive"", ""heating#0:temperature"", ""mixing#0:mixing method""]","[""additive#0:additive"", ""extrusion#0:equipment type"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""mixing#0:mixer""]",[],
188,l396-s4-ghosh-2013,l388-s1-benes-2018,0,bilateral,"[""additive#0:additive"", ""additive#1:additive"", ""heating#0:temperature"", ""mixing#0:mixing method""]","[""additive#0:additive"", ""additive#1:additive""]","[""additive#0:additive"", ""additive#1:additive""]",True
188,l396-s4-ghosh-2013,l388-s1-benes-2018,0,article_block,"[""additive#0:additive"", ""additive#1:additive"", ""heating#0:temperature"", ""mixing#0:mixing method""]","[""extrusion#0:equipment type"", ""mixing#0:mixer"", ""mixing#0:mixing method""]","[""additive#0:additive"", ""additive#1:additive"", ""curing#0:time"", ""curing#1:time"", ""heating#0:time""]",
189,l154-s3-eitan-2005,l287-s2-jang-2008,0,unilateral,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time""]","[""additive#0:additive"", ""drying evaporation#1:temperature"", ""mixing#0:mixer"", ""mixing#0:time""]",[],
189,l154-s3-eitan-2005,l287-s2-jang-2008,0,bilateral,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time""]","[""additive#0:additive"", ""mixing#1:mixing method"", ""mixing#1:time""]","[""additive#0:additive"", ""mixing#1:mixing method"", ""mixing#1:time""]",True
